Date,State,Cured,Deaths,Confirmed
2020-07-06,Delhi,71339,3067,99444
2020-07-06,Goa,936,7,1761
2020-07-06,Gujarat,25892,1943,36037
2020-07-06,Haryana,12944,265,17005
2020-07-06,Himachal Pradesh,737,11,1063
2020-07-06,Jammu and Kashmir,5255,132,8429
2020-07-06,Jharkhand,2045,19,2781
2020-07-06,Karnataka,9847,372,23474
2020-07-06,Kerala,3174,25,5429
2020-07-06,Ladakh,826,1,1005
2020-07-06,Madhya Pradesh,11411,608,14930
2020-07-06,Maharashtra,111740,8822,206619
2020-07-06,Manipur,688,0,1366
2020-07-06,Meghalaya,43,1,62
2020-07-06,Mizoram,130,0,186
2020-07-06,Nagaland,231,0,590
2020-07-06,Odisha,6224,36,9070
2020-07-06,Puducherry,331,12,802
2020-07-06,Punjab,4408,164,6283
2020-07-06,Rajasthan,15928,456,20164
2020-07-06,Sikkim,61,0,123
2020-07-06,Tamil Nadu,62778,1510,111151
2020-07-06,Telengana,12703,295,23902
2020-07-06,Tripura,1202,1,1568
2020-07-06,Uttarakhand,2524,42,3124
2020-07-06,Uttar Pradesh,18761,785,27707
2020-07-06,West Bengal,14711,757,22126
2020-07-06,Cases being reassigned to states,0,0,4913
2020-07-07,Andaman and Nicobar Islands,74,0,141
2020-07-07,Andhra Pradesh,8920,239,20019
2020-07-07,Arunachal Pradesh,92,2,270
2020-07-07,Assam,7882,14,12160
2020-07-07,Bihar,8997,97,12125
2020-07-07,Chandigarh,401,6,489
2020-07-07,Chhattisgarh,2667,14,3305
2020-07-07,Dadra and Nagar Haveli and Daman and Diu,114,0,297
2020-07-07,Delhi,72088,3115,100823
2020-07-07,Goa,1061,7,1813
2020-07-07,Gujarat,26315,1960,36772
2020-07-07,Haryana,13335,276,17504
2020-07-07,Himachal Pradesh,763,11,1077
2020-07-07,Jammu and Kashmir,5318,138,8675
2020-07-07,Jharkhand,2068,20,2847
2020-07-07,Karnataka,10527,401,25317
2020-07-07,Kerala,3341,27,5622
2020-07-07,Ladakh,836,1,1005
2020-07-07,Madhya Pradesh,11579,617,15284
2020-07-07,Maharashtra,115262,9026,211987
2020-07-07,Manipur,734,0,1390
2020-07-07,Meghalaya,43,1,80
2020-07-07,Mizoram,133,0,197
2020-07-07,Nagaland,243,0,625
2020-07-07,Odisha,6486,38,9526
2020-07-07,Puducherry,331,12,802
2020-07-07,Punjab,4494,169,6491
2020-07-07,Rajasthan,16278,461,20688
2020-07-07,Sikkim,65,0,125
2020-07-07,Tamil Nadu,66571,1571,114978
2020-07-07,Telengana,14781,306,25733
2020-07-07,Tripura,1219,1,1680
2020-07-07,Uttarakhand,2586,42,3161
2020-07-07,Uttar Pradesh,19109,809,28636
2020-07-07,West Bengal,15235,779,22987
2020-07-07,Cases being reassigned to states,0,0,5034
2020-07-08,Andaman and Nicobar Islands,75,0,147
2020-07-08,Andhra Pradesh,9745,252,21197
2020-07-08,Arunachal Pradesh,105,2,276
2020-07-08,Assam,8329,14,12522
2020-07-08,Bihar,9284,104,12570
2020-07-08,Chandigarh,401,7,494
2020-07-08,Chhattisgarh,2751,14,3415
2020-07-08,Dadra and Nagar Haveli and Daman and Diu,183,0,405
2020-07-08,Delhi,74217,3165,102831
2020-07-08,Goa,1156,8,1903
2020-07-08,Gujarat,26720,1977,37550
2020-07-08,Haryana,13645,279,17999
2020-07-08,Himachal Pradesh,790,11,1083
2020-07-08,Jammu and Kashmir,5399,143,8931
2020-07-08,Jharkhand,2104,22,2996
2020-07-08,Karnataka,11098,416,26815
2020-07-08,Kerala,3452,27,5894
2020-07-08,Ladakh,836,1,1041
2020-07-08,Madhya Pradesh,11768,622,15627
2020-07-08,Maharashtra,118558,9250,217121
2020-07-08,Manipur,771,0,1430
2020-07-08,Meghalaya,43,1,80
2020-07-08,Mizoram,133,0,197
2020-07-08,Nagaland,243,0,625
2020-07-08,Odisha,6703,42,10097
2020-07-08,Puducherry,434,14,930
2020-07-08,Punjab,4554,175,6749
2020-07-08,Rajasthan,16575,472,21404
2020-07-08,Sikkim,70,0,125
2020-07-08,Tamil Nadu,71116,1636,118594
2020-07-08,Telengana,16287,313,27612
2020-07-08,Tripura,1248,1,1704
2020-07-08,Uttarakhand,2621,43,3230
2020-07-08,Uttar Pradesh,19627,827,29968
2020-07-08,West Bengal,15790,804,23837
2020-07-08,Cases being reassigned to states,0,0,5018
2020-07-09,Andaman and Nicobar Islands,77,0,149
2020-07-09,Andhra Pradesh,11101,264,22259
2020-07-09,Arunachal Pradesh,109,2,287
2020-07-09,Assam,8729,16,13336
2020-07-09,Bihar,9554,107,13189
2020-07-09,Chandigarh,402,7,513
2020-07-09,Chhattisgarh,2835,14,3525
2020-07-09,Dadra and Nagar Haveli and Daman and Diu,184,0,408
2020-07-09,Delhi,78199,3213,104864
2020-07-09,Goa,1207,8,2039
2020-07-09,Gujarat,27289,1993,38333
2020-07-09,Haryana,14106,282,18690
2020-07-09,Himachal Pradesh,833,11,1101
2020-07-09,Jammu and Kashmir,5567,149,9261
2020-07-09,Jharkhand,2170,22,3096
2020-07-09,Karnataka,11876,470,28877
2020-07-09,Kerala,3559,27,6195
2020-07-09,Ladakh,836,1,1041
2020-07-09,Madhya Pradesh,11987,629,16036
2020-07-09,Maharashtra,123192,9448,223724
2020-07-09,Manipur,793,0,1435
2020-07-09,Meghalaya,43,1,80
2020-07-09,Mizoram,133,0,197
2020-07-09,Nagaland,304,0,657
2020-07-09,Odisha,7006,48,10624
2020-07-09,Puducherry,480,14,1008
2020-07-09,Punjab,4828,178,6907
2020-07-09,Rajasthan,16866,482,22063
2020-07-09,Sikkim,71,0,133
2020-07-09,Tamil Nadu,74167,1700,122350
2020-07-09,Telengana,17279,324,29536
2020-07-09,Tripura,1324,1,1761
2020-07-09,Uttarakhand,2650,46,3258
2020-07-09,Uttar Pradesh,20331,845,31156
2020-07-09,West Bengal,16291,827,24823
2020-07-09,Cases being reassigned to states,0,0,4385
2020-07-10,Andaman and Nicobar Islands,83,0,151
2020-07-10,Andhra Pradesh,12154,277,23814
2020-07-10,Arunachal Pradesh,120,2,302
2020-07-10,Assam,8729,22,14032
2020-07-10,Bihar,9816,115,13944
2020-07-10,Chandigarh,403,7,523
2020-07-10,Chhattisgarh,2903,15,3675
2020-07-10,Dadra and Nagar Haveli and Daman and Diu,189,0,411
2020-07-10,Delhi,82226,3258,107051
2020-07-10,Goa,1273,9,2151
2020-07-10,Gujarat,27718,2008,39194
2020-07-10,Haryana,14510,287,19369
2020-07-10,Himachal Pradesh,846,11,1140
2020-07-10,Jammu and Kashmir,5695,154,9501
2020-07-10,Jharkhand,2208,23,3246
2020-07-10,Karnataka,12833,486,31105
2020-07-10,Kerala,3708,27,6534
2020-07-10,Ladakh,915,1,1055
2020-07-10,Madhya Pradesh,12232,634,16341
2020-07-10,Maharashtra,127259,9667,230599
2020-07-10,Manipur,799,0,1450
2020-07-10,Meghalaya,66,2,113
2020-07-10,Mizoram,133,0,197
2020-07-10,Nagaland,304,0,673
2020-07-10,Odisha,7407,52,11201
2020-07-10,Puducherry,584,14,1151
2020-07-10,Punjab,4945,183,7140
2020-07-10,Rajasthan,17070,491,22563
2020-07-10,Sikkim,72,0,134
2020-07-10,Tamil Nadu,78161,1765,126581
2020-07-10,Telengana,18192,331,30946
2020-07-10,Tripura,1338,1,1776
2020-07-10,Uttarakhand,2672,46,3305
2020-07-10,Uttar Pradesh,21127,862,32362
2020-07-10,West Bengal,16826,854,25911
2020-07-10,Cases being reassigned to states,0,0,4161
2020-07-11,Andaman and Nicobar Islands,92,0,156
2020-07-11,Andhra Pradesh,13194,292,25422
2020-07-11,Arunachal Pradesh,120,2,335
2020-07-11,Assam,9147,27,14600
2020-07-11,Bihar,10109,119,14575
2020-07-11,Chandigarh,408,7,539
2020-07-11,Chhattisgarh,3028,17,3767
2020-07-11,Dadra and Nagar Haveli and Daman and Diu,211,0,459
2020-07-11,Delhi,84694,3300,109140
2020-07-11,Goa,1347,9,2251
2020-07-11,Gujarat,28147,2022,40069
2020-07-11,Haryana,14904,290,19934
2020-07-11,Himachal Pradesh,883,11,1171
2020-07-11,Jammu and Kashmir,5786,159,9888
2020-07-11,Jharkhand,2224,23,3419
2020-07-11,Karnataka,13836,543,33418
2020-07-11,Kerala,3820,27,6950
2020-07-11,Ladakh,917,1,1064
2020-07-11,Madhya Pradesh,12481,638,16657
2020-07-11,Maharashtra,132625,9893,238461
2020-07-11,Manipur,832,0,1582
2020-07-11,Meghalaya,66,2,207
2020-07-11,Mizoram,143,0,226
2020-07-11,Nagaland,304,0,732
2020-07-11,Odisha,7972,56,11956
2020-07-11,Puducherry,637,17,1272
2020-07-11,Punjab,5017,187,7357
2020-07-11,Rajasthan,17620,497,23174
2020-07-11,Sikkim,80,0,134
2020-07-11,Tamil Nadu,82324,1829,130261
2020-07-11,Telengana,19205,339,32224
2020-07-11,Tripura,1372,1,1918
2020-07-11,Uttarakhand,2706,46,3373
2020-07-11,Uttar Pradesh,21787,889,33700
2020-07-11,West Bengal,17348,880,27109
2020-07-11,Cases being reassigned to states,0,0,3416
2020-07-12,Andaman and Nicobar Islands,93,0,163
2020-07-12,Andhra Pradesh,14393,309,27235
2020-07-12,Arunachal Pradesh,125,2,341
2020-07-12,Assam,9150,35,15536
2020-07-12,Bihar,10685,131,15373
2020-07-12,Chandigarh,413,7,555
2020-07-12,Chhattisgarh,3070,17,3897
2020-07-12,Dadra and Nagar Haveli and Daman and Diu,226,0,471
2020-07-12,Delhi,87692,3334,110921
2020-07-12,Goa,1428,12,2368
2020-07-12,Gujarat,28649,2032,40941
2020-07-12,Haryana,15394,297,20582
2020-07-12,Himachal Pradesh,908,11,1182
2020-07-12,Jammu and Kashmir,5895,169,10156
2020-07-12,Jharkhand,2243,23,3613
2020-07-12,Karnataka,14716,613,36216
2020-07-12,Kerala,3963,29,7438
2020-07-12,Ladakh,928,1,1077
2020-07-12,Madhya Pradesh,12679,644,17201
2020-07-12,Maharashtra,136985,10116,246600
2020-07-12,Manipur,843,0,1593
2020-07-12,Meghalaya,66,2,207
2020-07-12,Mizoram,150,0,227
2020-07-12,Nagaland,313,0,748
2020-07-12,Odisha,8360,61,12526
2020-07-12,Puducherry,690,18,1337
2020-07-12,Punjab,5040,195,7587
2020-07-12,Rajasthan,17869,503,23748
2020-07-12,Sikkim,80,0,151
2020-07-12,Tamil Nadu,85915,1898,134226
2020-07-12,Telengana,20919,348,33402
2020-07-12,Tripura,1375,2,1949
2020-07-12,Uttarakhand,2718,46,3417
2020-07-12,Uttar Pradesh,22689,913,35092
2020-07-12,West Bengal,17959,906,28453
2020-07-12,Cases being reassigned to states,0,0,3024
2020-07-13,Andaman and Nicobar Islands,93,0,163
2020-07-13,Andhra Pradesh,15412,328,29168
2020-07-13,Arunachal Pradesh,138,2,359
2020-07-13,Assam,10426,35,16071
2020-07-13,Bihar,11498,143,16642
2020-07-13,Chandigarh,417,8,559
2020-07-13,Chhattisgarh,3153,19,4059
2020-07-13,Dadra and Nagar Haveli and Daman and Diu,245,0,479
2020-07-13,Delhi,89968,3371,112494
2020-07-13,Goa,1487,14,2453
2020-07-13,Gujarat,29162,2045,41820
2020-07-13,Haryana,15983,301,21240
2020-07-13,Himachal Pradesh,929,11,1213
2020-07-13,Jammu and Kashmir,5979,179,10513
2020-07-13,Jharkhand,2308,30,3756
2020-07-13,Karnataka,15409,684,38843
2020-07-13,Kerala,4095,31,7873
2020-07-13,Ladakh,928,1,1086
2020-07-13,Madhya Pradesh,12876,653,17632
2020-07-13,Maharashtra,140325,10289,254427
2020-07-13,Manipur,896,0,1609
2020-07-13,Meghalaya,66,2,306
2020-07-13,Mizoram,150,0,231
2020-07-13,Nagaland,327,0,774
2020-07-13,Odisha,8750,64,13121
2020-07-13,Puducherry,739,18,1418
2020-07-13,Punjab,5392,199,7821
2020-07-13,Rajasthan,18103,510,24392
2020-07-13,Sikkim,81,0,153
2020-07-13,Tamil Nadu,89532,1966,138470
2020-07-13,Telengana,22482,356,34671
2020-07-13,Tripura,1421,2,2054
2020-07-13,Uttarakhand,2786,47,3537
2020-07-13,Uttar Pradesh,23334,934,36476
2020-07-13,West Bengal,18581,932,30013
2020-07-13,Cases being reassigned to states,0,0,2358
2020-07-14,Andaman and Nicobar Islands,109,0,166
2020-07-14,Andhra Pradesh,16464,365,31103
2020-07-14,Arunachal Pradesh,145,2,387
2020-07-14,Assam,10894,36,16806
2020-07-14,Bihar,12317,160,17959
2020-07-14,Chandigarh,423,8,588
2020-07-14,Chhattisgarh,3202,19,4217
2020-07-14,Dadra and Nagar Haveli and Daman and Diu,268,1,495
2020-07-14,Delhi,91312,3411,113740
2020-07-14,Goa,1540,17,2583
2020-07-14,Gujarat,29770,2055,42722
2020-07-14,Haryana,16602,308,21894
2020-07-14,Himachal Pradesh,940,11,1243
2020-07-14,Jammu and Kashmir,6095,187,10827
2020-07-14,Jharkhand,2351,33,3898
2020-07-14,Karnataka,16248,757,41581
2020-07-14,Kerala,4257,33,8322
2020-07-14,Ladakh,946,1,1093
2020-07-14,Madhya Pradesh,13208,663,18207
2020-07-14,Maharashtra,144507,10482,260924
2020-07-14,Manipur,970,0,1626
2020-07-14,Meghalaya,66,2,318
2020-07-14,Mizoram,151,0,233
2020-07-14,Nagaland,340,0,845
2020-07-14,Odisha,9255,70,13737
2020-07-14,Puducherry,785,18,1468
2020-07-14,Punjab,5586,204,8178
2020-07-14,Rajasthan,18630,525,24936
2020-07-14,Sikkim,86,0,192
2020-07-14,Tamil Nadu,92567,2032,142798
2020-07-14,Telengana,23679,365,36221
2020-07-14,Tripura,1475,2,2080
2020-07-14,Uttarakhand,2856,49,3608
2020-07-14,Uttar Pradesh,24203,955,38130
2020-07-14,West Bengal,19213,956,31448
2020-07-14,Cases being reassigned to states,0,0,2179
2020-07-15,Andaman and Nicobar Islands,109,0,166
2020-07-15,Andhra Pradesh,17467,408,33019
2020-07-15,Arunachal Pradesh,153,3,462
2020-07-15,Assam,11416,40,17807
2020-07-15,Bihar,12849,174,19284
2020-07-15,Chandigarh,446,10,600
2020-07-15,Chhattisgarh,3275,20,4379
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,310,1,520
2020-07-15,Delhi,93236,3446,115346
2020-07-15,Goa,1607,18,2753
2020-07-15,Gujarat,30503,2069,43637
2020-07-15,Haryana,17090,312,22628
2020-07-15,Himachal Pradesh,951,11,1309
2020-07-15,Jammu and Kashmir,6223,195,11173
2020-07-15,Jharkhand,2427,36,4091
2020-07-15,Karnataka,17390,842,44077
2020-07-15,Kerala,4438,34,8930
2020-07-15,Ladakh,946,1,1093
2020-07-15,Madhya Pradesh,13575,673,19005
2020-07-15,Maharashtra,149007,10695,267665
2020-07-15,Manipur,970,0,1672
2020-07-15,Meghalaya,66,2,318
2020-07-15,Mizoram,159,0,238
2020-07-15,Nagaland,346,0,896
2020-07-15,Odisha,9864,74,14280
2020-07-15,Puducherry,829,18,1531
2020-07-15,Punjab,5663,213,8511
2020-07-15,Rajasthan,19161,525,25571
2020-07-15,Sikkim,87,0,209
2020-07-15,Tamil Nadu,97310,2099,147324
2020-07-15,Telengana,24840,375,37745
2020-07-15,Tripura,1538,2,2170
2020-07-15,Uttarakhand,2867,50,3686
2020-07-15,Uttar Pradesh,24983,983,39724
2020-07-15,West Bengal,19931,980,32838
2020-07-15,Cases being reassigned to states,0,0,1524
2020-07-16,Andaman and Nicobar Islands,130,0,176
2020-07-16,Andhra Pradesh,18378,452,35451
2020-07-16,Arunachal Pradesh,153,3,462
2020-07-16,Assam,12173,46,18666
2020-07-16,Bihar,13462,180,20612
2020-07-16,Chandigarh,459,11,625
2020-07-16,Chhattisgarh,3324,20,4539
2020-07-16,Dadra and Nagar Haveli and Daman and Diu,357,2,539
2020-07-16,Delhi,95699,3487,116993
2020-07-16,Goa,1674,18,2951
2020-07-16,Gujarat,31286,2079,44552
2020-07-16,Haryana,17667,319,23306
2020-07-16,Himachal Pradesh,979,11,1341
2020-07-16,Jammu and Kashmir,6337,206,11666
2020-07-16,Jharkhand,2485,38,4320
2020-07-16,Karnataka,18466,928,47253
2020-07-16,Kerala,4634,35,9553
2020-07-16,Ladakh,964,1,1142
2020-07-16,Madhya Pradesh,13908,682,19643
2020-07-16,Maharashtra,152613,10928,275640
2020-07-16,Manipur,989,0,1700
2020-07-16,Meghalaya,66,2,346
2020-07-16,Mizoram,159,0,238
2020-07-16,Nagaland,348,0,902
2020-07-16,Odisha,10476,77,14898
2020-07-16,Puducherry,889,21,1596
2020-07-16,Punjab,5867,221,8799
2020-07-16,Rajasthan,19502,530,26437
2020-07-16,Sikkim,87,0,220
2020-07-16,Tamil Nadu,102310,2167,151820
2020-07-16,Telengana,25999,386,39342
2020-07-16,Tripura,1604,3,2268
2020-07-16,Uttarakhand,2948,50,3785
2020-07-16,Uttar Pradesh,25743,1012,41383
2020-07-16,West Bengal,20680,1000,34427
2020-07-16,Cases being reassigned to states,0,0,1285
2020-07-17,Andaman and Nicobar Islands,133,0,180
2020-07-17,Andhra Pradesh,19393,492,38044
2020-07-17,Arunachal Pradesh,153,3,543
2020-07-17,Assam,12888,48,19754
2020-07-17,Bihar,14018,197,21764
2020-07-17,Chandigarh,476,11,651
2020-07-17,Chhattisgarh,3451,21,4732
2020-07-17,Dadra and Nagar Haveli and Daman and Diu,371,2,552
2020-07-17,Delhi,97693,3545,118645
2020-07-17,Goa,1817,19,3108
2020-07-17,Gujarat,32103,2089,45481
2020-07-17,Haryana,18185,322,24002
2020-07-17,Himachal Pradesh,984,11,1377
2020-07-17,Jammu and Kashmir,6446,222,12156
2020-07-17,Jharkhand,2513,42,4624
2020-07-17,Karnataka,19729,1032,51422
2020-07-17,Kerala,4862,37,10275
2020-07-17,Ladakh,970,1,1147
2020-07-17,Madhya Pradesh,14127,689,20378
2020-07-17,Maharashtra,158140,11194,284281
2020-07-17,Manipur,1129,0,1764
2020-07-17,Meghalaya,66,2,377
2020-07-17,Mizoram,160,0,272
2020-07-17,Nagaland,391,0,916
2020-07-17,Odisha,10877,79,15392
2020-07-17,Puducherry,947,22,1743
2020-07-17,Punjab,6277,230,9094
2020-07-17,Rajasthan,19970,538,27174
2020-07-17,Sikkim,88,0,243
2020-07-17,Tamil Nadu,107416,2236,156369
2020-07-17,Telengana,27295,396,41018
2020-07-17,Tripura,1604,3,2283
2020-07-17,Uttarakhand,2995,50,3982
2020-07-17,Uttar Pradesh,26675,1046,43441
2020-07-17,West Bengal,21415,1023,36117
2020-07-17,Cases being reassigned to states,0,0,531
2020-07-18,Andaman and Nicobar Islands,142,0,194
2020-07-18,Andhra Pradesh,20298,534,40646
2020-07-18,Arunachal Pradesh,175,3,609
2020-07-18,Assam,14105,51,20646
2020-07-18,Bihar,14621,201,23589
2020-07-18,Chandigarh,480,11,660
2020-07-18,Chhattisgarh,3512,23,4964
2020-07-18,Dadra and Nagar Haveli and Daman and Diu,401,2,585
2020-07-18,Delhi,99301,3571,120107
2020-07-18,Goa,1946,21,3304
2020-07-18,Gujarat,32973,2106,46430
2020-07-18,Haryana,18718,327,24797
2020-07-18,Himachal Pradesh,1024,11,1417
2020-07-18,Jammu and Kashmir,6558,231,12757
2020-07-18,Jharkhand,2570,46,4921
2020-07-18,Karnataka,20757,1147,55115
2020-07-18,Kerala,4995,38,11066
2020-07-18,Ladakh,973,1,1151
2020-07-18,Madhya Pradesh,14514,697,21081
2020-07-18,Maharashtra,160357,11452,292589
2020-07-18,Manipur,1163,0,1800
2020-07-18,Meghalaya,66,2,403
2020-07-18,Mizoram,160,0,282
2020-07-18,Nagaland,405,0,956
2020-07-18,Odisha,11330,83,16110
2020-07-18,Puducherry,1014,25,1832
2020-07-18,Punjab,6373,239,9442
2020-07-18,Rajasthan,20626,546,27789
2020-07-18,Sikkim,90,0,266
2020-07-18,Tamil Nadu,110807,2315,160907
2020-07-18,Telengana,28705,403,42496
2020-07-18,Tripura,1684,3,2366
2020-07-18,Uttarakhand,3021,51,4102
2020-07-18,Uttar Pradesh,27634,1084,45163
2020-07-18,West Bengal,22253,1049,38011
2020-07-18,Cases being reassigned to states,0,0,163
2020-07-19,Andaman and Nicobar Islands,145,0,198
2020-07-19,Andhra Pradesh,21763,586,44609
2020-07-19,Arunachal Pradesh,274,3,650
2020-07-19,Assam,15165,53,22918
2020-07-19,Bihar,15536,208,25136
2020-07-19,Chandigarh,485,12,700
2020-07-19,Chhattisgarh,3658,24,5233
2020-07-19,Dadra and Nagar Haveli and Daman and Diu,414,2,602
2020-07-19,Delhi,101274,3597,121582
2020-07-19,Goa,2038,21,3484
2020-07-19,Gujarat,34035,2122,47390
2020-07-19,Haryana,19318,344,25547
2020-07-19,Himachal Pradesh,1036,11,1457
2020-07-19,Jammu and Kashmir,7165,236,13198
2020-07-19,Jharkhand,2611,46,5342
2020-07-19,Karnataka,21775,1240,59652
2020-07-19,Kerala,5199,40,11659
2020-07-19,Ladakh,985,1,1159
2020-07-19,Madhya Pradesh,14864,706,21763
2020-07-19,Maharashtra,165663,11596,300937
2020-07-19,Manipur,1182,0,1891
2020-07-19,Meghalaya,66,2,418
2020-07-19,Mizoram,167,0,284
2020-07-19,Nagaland,432,0,978
2020-07-19,Odisha,11937,86,16701
2020-07-19,Puducherry,1066,28,1894
2020-07-19,Punjab,6454,246,9792
2020-07-19,Rajasthan,21144,553,28500
2020-07-19,Sikkim,90,0,275
2020-07-19,Tamil Nadu,113856,2403,165714
2020-07-19,Telengana,30607,409,43780
2020-07-19,Tripura,1735,5,2654
2020-07-19,Uttarakhand,3081,52,4276
2020-07-19,Uttar Pradesh,28664,1108,47036
2020-07-19,West Bengal,23539,1076,40209
2020-07-20,Andaman and Nicobar Islands,145,0,203
2020-07-20,Andhra Pradesh,22890,642,49650
2020-07-20,Arunachal Pradesh,282,3,740
2020-07-20,Assam,16023,57,23999
2020-07-20,Bihar,16308,217,26569
2020-07-20,Chandigarh,488,12,717
2020-07-20,Chhattisgarh,3775,24,5407
2020-07-20,Dadra and Nagar Haveli and Daman and Diu,414,2,605
2020-07-20,Delhi,103134,3628,122793
2020-07-20,Goa,2218,22,3657
2020-07-20,Gujarat,34901,2142,48355
2020-07-20,Haryana,19793,349,26164
2020-07-20,Himachal Pradesh,1059,11,1483
2020-07-20,Jammu and Kashmir,7811,244,13899
2020-07-20,Jharkhand,2716,49,5535
2020-07-20,Karnataka,23065,1331,63772
2020-07-20,Kerala,5371,42,12480
2020-07-20,Ladakh,1003,2,1178
2020-07-20,Madhya Pradesh,15311,721,22600
2020-07-20,Maharashtra,169569,11854,310455
2020-07-20,Manipur,1213,0,1911
2020-07-20,Meghalaya,66,2,450
2020-07-20,Mizoram,167,0,284
2020-07-20,Nagaland,445,0,988
2020-07-20,Odisha,12453,91,17437
2020-07-20,Puducherry,1154,28,1999
2020-07-20,Punjab,6535,254,10100
2020-07-20,Rajasthan,21730,559,29434
2020-07-20,Sikkim,92,0,283
2020-07-20,Tamil Nadu,117915,2481,170693
2020-07-20,Telengana,32438,415,45076
2020-07-20,Tripura,1759,5,2878
2020-07-20,Uttarakhand,3116,52,4515
2020-07-20,Uttar Pradesh,29845,1146,49247
2020-07-20,West Bengal,24883,1112,42487
2020-07-21,Andaman and Nicobar Islands,152,0,207
2020-07-21,Andhra Pradesh,24228,696,53724
2020-07-21,Arunachal Pradesh,285,3,790
2020-07-21,Assam,17095,58,25382
2020-07-21,Bihar,17433,217,27646
2020-07-21,Chandigarh,518,12,737
2020-07-21,Chhattisgarh,3944,25,5561
2020-07-21,Dadra and Nagar Haveli and Daman and Diu,448,2,684
2020-07-21,Delhi,104918,3663,123747
2020-07-21,Goa,2361,23,3853
2020-07-21,Gujarat,35678,2162,49353
2020-07-21,Haryana,20226,355,26858
2020-07-21,Himachal Pradesh,1067,11,1631
2020-07-21,Jammu and Kashmir,8274,254,14650
2020-07-21,Jharkhand,2810,53,5756
2020-07-21,Karnataka,23795,1403,67420
2020-07-21,Kerala,5616,43,13274
2020-07-21,Ladakh,1007,2,1195
2020-07-21,Madhya Pradesh,15684,738,23310
2020-07-21,Maharashtra,175029,12030,318695
2020-07-21,Manipur,1307,0,1925
2020-07-21,Meghalaya,66,4,466
2020-07-21,Mizoram,168,0,297
2020-07-21,Nagaland,484,0,1021
2020-07-21,Odisha,12910,97,18110
2020-07-21,Puducherry,1265,29,2092
2020-07-21,Punjab,7118,262,10510
2020-07-21,Rajasthan,22195,568,30390
2020-07-21,Sikkim,92,0,305
2020-07-21,Tamil Nadu,121776,2551,175678
2020-07-21,Telengana,34323,422,46274
2020-07-21,Tripura,1845,7,3079
2020-07-21,Uttarakhand,3212,55,4642
2020-07-21,Uttar Pradesh,30831,1192,51160
2020-07-21,West Bengal,26418,1147,44769
2020-07-22,Andaman and Nicobar Islands,159,0,212
2020-07-22,Andhra Pradesh,25574,758,58668
2020-07-22,Arunachal Pradesh,303,3,858
2020-07-22,Assam,18033,58,25382
2020-07-22,Bihar,18515,217,28952
2020-07-22,Chandigarh,518,12,751
2020-07-22,Chhattisgarh,4114,29,5729
2020-07-22,Dadra and Nagar Haveli and Daman and Diu,463,2,705
2020-07-22,Delhi,106118,3690,125096
2020-07-22,Goa,2449,26,4027
2020-07-22,Gujarat,36423,2196,50379
2020-07-22,Haryana,20952,364,27462
2020-07-22,Himachal Pradesh,1077,11,1664
2020-07-22,Jammu and Kashmir,8455,263,15258
2020-07-22,Jharkhand,2904,55,6159
2020-07-22,Karnataka,25459,1464,71069
2020-07-22,Kerala,5890,44,13994
2020-07-22,Ladakh,1010,2,1198
2020-07-22,Madhya Pradesh,16257,756,24095
2020-07-22,Maharashtra,182217,12276,327031
2020-07-22,Manipur,1400,0,2015
2020-07-22,Meghalaya,70,4,490
2020-07-22,Mizoram,168,0,317
2020-07-22,Nagaland,485,0,1030
2020-07-22,Odisha,13310,103,18757
2020-07-22,Puducherry,1318,30,2179
2020-07-22,Punjab,7389,263,10889
2020-07-22,Rajasthan,22744,577,31373
2020-07-22,Sikkim,108,0,330
2020-07-22,Tamil Nadu,126670,2626,180643
2020-07-22,Telengana,37385,429,47705
2020-07-22,Tripura,1926,8,3331
2020-07-22,Uttarakhand,3297,55,4849
2020-07-22,Uttar Pradesh,31855,1229,53288
2020-07-22,West Bengal,28035,1182,47030
2020-07-23,Andaman and Nicobar Islands,163,0,221
2020-07-23,Andhra Pradesh,32127,823,64713
2020-07-23,Arunachal Pradesh,314,3,949
2020-07-23,Assam,18033,64,26772
2020-07-23,Bihar,19646,217,30369
2020-07-23,Chandigarh,526,13,793
2020-07-23,Chhattisgarh,4230,29,5968
2020-07-23,Dadra and Nagar Haveli and Daman and Diu,474,2,733
2020-07-23,Delhi,107650,3719,126323
2020-07-23,Goa,2541,28,4176
2020-07-23,Gujarat,37260,2224,51399
2020-07-23,Haryana,21697,372,28186
2020-07-23,Himachal Pradesh,1105,11,1725
2020-07-23,Jammu and Kashmir,8607,273,15711
2020-07-23,Jharkhand,3024,64,6485
2020-07-23,Karnataka,27239,1519,75833
2020-07-23,Kerala,6162,45,15032
2020-07-23,Ladakh,1018,2,1206
2020-07-23,Madhya Pradesh,16836,770,24842
2020-07-23,Maharashtra,187769,12556,337607
2020-07-23,Manipur,1428,0,2060
2020-07-23,Meghalaya,77,4,514
2020-07-23,Mizoram,179,0,317
2020-07-23,Nagaland,486,0,1084
2020-07-23,Odisha,13750,108,19835
2020-07-23,Puducherry,1369,31,2300
2020-07-23,Punjab,7641,269,11301
2020-07-23,Rajasthan,23364,583,32334
2020-07-23,Sikkim,112,0,438
2020-07-23,Tamil Nadu,131583,3144,186492
2020-07-23,Telengana,37666,438,49259
2020-07-23,Tripura,2032,9,3449
2020-07-23,Uttarakhand,3349,57,5300
